ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA_crosswalk
43749,Kimbolton,OH,ZIP Code Area,43749
43786,Stafford,OH,Post Office or large volume customer,43786
43772,Pleasant City,OH,ZIP Code Area,43772
43902,Alledonia,OH,ZIP Code Area,43902
43778,Salesville,OH,ZIP Code Area,43778
43713,Barnesville,OH,ZIP Code Area,43713
43722,Buffalo,OH,Post Office or large volume customer,43722
43755,Lore City,OH,ZIP Code Area,43755
43723,Byesville,OH,ZIP Code Area,43723
43759,Morristown,OH,Post Office or large volume customer,43759
43768,Old Washington,OH,Post Office or large volume customer,43768
43909,Blaine,OH,Post Office or large volume customer,43950
43931,Hannibal,OH,Post Office or large volume customer,43931
43733,Derwent,OH,Post Office or large volume customer,43733
43788,Summerfield,OH,ZIP Code Area,43788
43750,Kipling,OH,Post Office or large volume customer,43750
43752,Laings,OH,Post Office or large volume customer,43793
43754,Lewisville,OH,ZIP Code Area,43754
43719,Bethesda,OH,ZIP Code Area,43719
43757,Malaga,OH,Post Office or large volume customer,43793
43905,Barton,OH,Post Office or large volume customer,43905
43779,Sarahsville,OH,ZIP Code Area,43779
43933,Jacobsburg,OH,ZIP Code Area,43933
43951,Lafferty,OH,Post Office or large volume customer,43951
43914,Cameron,OH,Post Office or large volume customer,43914
43915,Clarington,OH,ZIP Code Area,43915
43940,Neffs,OH,Post Office or large volume customer,43940
43972,Bannock,OH,Post Office or large volume customer,43972
43947,Shadyside,OH,ZIP Code Area,43947
43934,Lansing,OH,Post Office or large volume customer,43934
43927,Fairpoint,OH,Post Office or large volume customer,43927
43985,Holloway,OH,Post Office or large volume customer,43985
43928,Glencoe,OH,Post Office or large volume customer,43928
43935,Martins Ferry,OH,ZIP Code Area,43935
43967,Warnock,OH,Post Office or large volume customer,43967
43950,Saint Clairsville,OH,ZIP Code Area,43950
43977,Flushing,OH,ZIP Code Area,43977
43916,Colerain,OH,Post Office or large volume customer,43912
43793,Woodsfield,OH,ZIP Code Area,43793
43942,Powhatan Point,OH,ZIP Code Area,43942
43946,Sardis,OH,ZIP Code Area,43946
45745,Lower Salem,OH,ZIP Code Area,45745
45744,Lowell,OH,ZIP Code Area,45744
45767,New Matamoras,OH,ZIP Code Area,45767
45789,Wingett Run,OH,ZIP Code Area,45789
45734,Graysville,OH,ZIP Code Area,45734
45746,Macksburg,OH,ZIP Code Area,45746
45721,Coal Run,OH,Post Office or large volume customer,45721
45727,Dexter City,OH,ZIP Code Area,45727
43840,Stone Creek,OH,ZIP Code Area,43840
43938,Mingo Junction,OH,ZIP Code Area,43938
43903,Amsterdam,OH,ZIP Code Area,43903
43913,Brilliant,OH,ZIP Code Area,43913
43986,Jewett,OH,ZIP Code Area,43986
43974,Harrisville,OH,Post Office or large volume customer,43974
43917,Dillonvale,OH,ZIP Code Area,43917
43837,Port Washington,OH,ZIP Code Area,43837
43953,Steubenville,OH,ZIP Code Area,43953
43976,Hopedale,OH,ZIP Code Area,43976
43910,Bloomingdale,OH,ZIP Code Area,43910
43926,Empire,OH,Post Office or large volume customer,43926
43973,Freeport,OH,ZIP Code Area,43973
43939,Mount Pleasant,OH,Post Office or large volume customer,43939
43944,Richmond,OH,ZIP Code Area,43944
43925,East Springfield,OH,Post Office or large volume customer,43925
43908,Bergholz,OH,ZIP Code Area,43908
43981,New Athens,OH,Post Office or large volume customer,43907
43984,New Rumley,OH,Post Office or large volume customer,43986
43932,Irondale,OH,ZIP Code Area,43932
43943,Rayland,OH,ZIP Code Area,43943
43907,Cadiz,OH,ZIP Code Area,43907
43970,Wolf Run,OH,Post Office or large volume customer,43970
43971,Yorkville,OH,ZIP Code Area,43971
43983,Piedmont,OH,ZIP Code Area,43983
43988,Scio,OH,ZIP Code Area,43988
43952,Steubenville,OH,ZIP Code Area,43952
43901,Adena,OH,ZIP Code Area,43901
43948,Smithfield,OH,Post Office or large volume customer,43948
43941,Piney Fork,OH,Post Office or large volume customer,43917
43930,Hammondsville,OH,ZIP Code Area,43930
44629,Gnadenhutten,OH,ZIP Code Area,44629
44679,Stillwater,OH,Post Office or large volume customer,44683
44656,Mineral City,OH,ZIP Code Area,44656
44620,Dellroy,OH,ZIP Code Area,44620
44695,Bowerston,OH,ZIP Code Area,44695
44622,Dover,OH,ZIP Code Area,44622
44682,Tuscarawas,OH,Post Office or large volume customer,44682
44675,Sherrodsville,OH,ZIP Code Area,44675
44678,Somerdale,OH,Post Office or large volume customer,44678
44615,Carrollton,OH,ZIP Code Area,44615
44663,New Philadelphia,OH,ZIP Code Area,44663
44639,Leesville,OH,Post Office or large volume customer,44695
44693,Deersville,OH,Post Office or large volume customer,44693
44683,Uhrichsville,OH,ZIP Code Area,44683
44653,Midvale,OH,Post Office or large volume customer,44653
44699,Tippecanoe,OH,ZIP Code Area,44699
44621,Dennison,OH,ZIP Code Area,44621
43963,Tiltonsville,OH,ZIP Code Area,43963
43964,Toronto,OH,ZIP Code Area,43964
43961,Stratton,OH,Post Office or large volume customer,43961
45750,Marietta,OH,ZIP Code Area,45750
45788,Whipple,OH,ZIP Code Area,45788
45768,Newport,OH,ZIP Code Area,45768
45773,Reno,OH,ZIP Code Area,45773
97424,Cottage Grove,OR,ZIP Code Area,97424
97415,Brookings,OR,ZIP Code Area,97415
97434,Dorena,OR,ZIP Code Area,97434
97406,Agness,OR,ZIP Code Area,97406
97435,Drain,OR,ZIP Code Area,97435
97429,Days Creek,OR,ZIP Code Area,97429
97410,Azalea,OR,ZIP Code Area,97410
97407,Allegany,OR,Post Office or large volume customer,97420
97423,Coquille,OR,ZIP Code Area,97423
97432,Dillard,OR,Post Office or large volume customer,97496
97414,Broadbent,OR,ZIP Code Area,97414
97431,Dexter,OR,ZIP Code Area,97431
97411,Bandon,OR,ZIP Code Area,97411
97417,Canyonville,OR,ZIP Code Area,97417
97436,Elkton,OR,ZIP Code Area,97436
97457,Myrtle Creek,OR,ZIP Code Area,97457
97447,Idleyld Park,OR,ZIP Code Area,97447
97469,Riddle,OR,ZIP Code Area,97469
97465,Port Orford,OR,ZIP Code Area,97465
97449,Lakeside,OR,ZIP Code Area,97449
97479,Sutherlin,OR,ZIP Code Area,97479
97444,Gold Beach,OR,ZIP Code Area,97444
97466,Powers,OR,ZIP Code Area,97466
97462,Oakland,OR,ZIP Code Area,97462
97451,Lorane,OR,ZIP Code Area,97451
97420,Coos Bay,OR,ZIP Code Area,97420
97459,North Bend,OR,ZIP Code Area,97459
97442,Glendale,OR,ZIP Code Area,97442
97467,Reedsport,OR,ZIP Code Area,97467
97416,Camas Valley,OR,ZIP Code Area,97416
97426,Creswell,OR,ZIP Code Area,97426
97470,Roseburg,OR,ZIP Code Area,97470
97450,Langlois,OR,ZIP Code Area,97450
97443,Glide,OR,ZIP Code Area,97443
97458,Myrtle Point,OR,ZIP Code Area,97458
97464,Ophir,OR,Post Office or large volume customer,97444
97471,Roseburg,OR,ZIP Code Area,97471
97452,Lowell,OR,ZIP Code Area,97452
97441,Gardiner,OR,ZIP Code Area,97441
97491,Wedderburn,OR,Post Office or large volume customer,97444
97476,Sixes,OR,ZIP Code Area,97476
97486,Umpqua,OR,ZIP Code Area,97486
97523,Cave Junction,OR,ZIP Code Area,97523
97502,Central Point,OR,ZIP Code Area,97502
97496,Winston,OR,ZIP Code Area,97496
97504,Medford,OR,ZIP Code Area,97504
97524,Eagle Point,OR,ZIP Code Area,97524
97499,Yoncalla,OR,ZIP Code Area,97499
97494,Wilbur,OR,Post Office or large volume customer,97494
97495,Winchester,OR,ZIP Code Area,97495
97497,Wolf Creek,OR,ZIP Code Area,97497
97484,Tiller,OR,ZIP Code Area,97484
97493,Westlake,OR,ZIP Code Area,97493
97473,Scottsburg,OR,ZIP Code Area,97473
97520,Ashland,OR,ZIP Code Area,97520
97481,Tenmile,OR,ZIP Code Area,97481
97501,Medford,OR,ZIP Code Area,97501
97503,White City,OR,ZIP Code Area,97503
97530,Jacksonville,OR,ZIP Code Area,97530
97532,Merlin,OR,ZIP Code Area,97532
97528,Grants Pass,OR,Post Office or large volume customer,97526
97544,Williams,OR,ZIP Code Area,97544
97539,Shady Cove,OR,ZIP Code Area,97539
97538,Selma,OR,ZIP Code Area,97538
97531,Kerby,OR,ZIP Code Area,97531
97535,Phoenix,OR,ZIP Code Area,97535
97541,Trail,OR,ZIP Code Area,97541
97527,Grants Pass,OR,ZIP Code Area,97527
97543,Wilderville,OR,ZIP Code Area,97543
97540,Talent,OR,ZIP Code Area,97540
97537,Rogue River,OR,ZIP Code Area,97537
97526,Grants Pass,OR,ZIP Code Area,97526
97533,Murphy,OR,Post Office or large volume customer,97527
97534,O Brien,OR,ZIP Code Area,97534
97525,Gold Hill,OR,ZIP Code Area,97525
97324,Alsea,OR,ZIP Code Area,97324
97326,Blodgett,OR,ZIP Code Area,97326
97341,Depoe Bay,OR,ZIP Code Area,97341
97357,Logsden,OR,ZIP Code Area,97357
97391,Toledo,OR,ZIP Code Area,97391
97430,Deadwood,OR,ZIP Code Area,97430
97394,Waldport,OR,ZIP Code Area,97394
97376,Seal Rock,OR,ZIP Code Area,97376
97439,Florence,OR,ZIP Code Area,97439
97453,Mapleton,OR,ZIP Code Area,97453
97480,Swisshome,OR,ZIP Code Area,97480
97498,Yachats,OR,ZIP Code Area,97498
97490,Walton,OR,ZIP Code Area,97490
97380,Siletz,OR,ZIP Code Area,97380
97390,Tidewater,OR,ZIP Code Area,97390
97388,Gleneden Beach,OR,Post Office or large volume customer,97388
97343,Eddyville,OR,ZIP Code Area,97343
97365,Newport,OR,ZIP Code Area,97365
97369,Otter Rock,OR,ZIP Code Area,97369
97366,South Beach,OR,ZIP Code Area,97366
97131,Nehalem,OR,ZIP Code Area,97131
97122,Hebo,OR,ZIP Code Area,97122
97112,Cloverdale,OR,ZIP Code Area,97112
97130,Manzanita,OR,ZIP Code Area,97130
97118,Garibaldi,OR,ZIP Code Area,97118
97108,Beaver,OR,ZIP Code Area,97108
97107,Bay City,OR,ZIP Code Area,97107
97145,Tolovana Park,OR,ZIP Code Area,97145
97136,Rockaway Beach,OR,ZIP Code Area,97136
97135,Pacific City,OR,Post Office or large volume customer,97135
97147,Wheeler,OR,ZIP Code Area,97147
97149,Neskowin,OR,ZIP Code Area,97149
97134,Oceanside,OR,Post Office or large volume customer,97134
97143,Netarts,OR,Post Office or large volume customer,97141
97141,Tillamook,OR,ZIP Code Area,97141
97102,Arch Cape,OR,ZIP Code Area,97102
97347,Grand Ronde,OR,ZIP Code Area,97347
97368,Otis,OR,ZIP Code Area,97368
97364,Neotsu,OR,ZIP Code Area,97364
97367,Lincoln City,OR,ZIP Code Area,97367
97005,Beaverton,OR,ZIP Code Area,97005
97006,Beaverton,OR,ZIP Code Area,97006
97002,Aurora,OR,ZIP Code Area,97002
97027,Gladstone,OR,ZIP Code Area,97027
97007,Beaverton,OR,ZIP Code Area,97007
97026,Gervais,OR,ZIP Code Area,97026
97013,Canby,OR,ZIP Code Area,97013
97036,Marylhurst,OR,Post Office or large volume customer,97034
97008,Beaverton,OR,ZIP Code Area,97008
97020,Donald,OR,ZIP Code Area,97020
97038,Molalla,OR,ZIP Code Area,97038
97062,Tualatin,OR,ZIP Code Area,97062
97032,Hubbard,OR,ZIP Code Area,97032
97035,Lake Oswego,OR,ZIP Code Area,97035
97034,Lake Oswego,OR,ZIP Code Area,97034
97045,Oregon City,OR,ZIP Code Area,97045
97123,Hillsboro,OR,ZIP Code Area,97123
97133,North Plains,OR,ZIP Code Area,97133
97116,Forest Grove,OR,ZIP Code Area,97116
97106,Banks,OR,ZIP Code Area,97106
97117,Gales Creek,OR,ZIP Code Area,97117
97119,Gaston,OR,ZIP Code Area,97119
97111,Carlton,OR,ZIP Code Area,97111
97113,Cornelius,OR,ZIP Code Area,97113
97115,Dundee,OR,ZIP Code Area,97115
97109,Buxton,OR,ZIP Code Area,97109
97124,Hillsboro,OR,ZIP Code Area,97124
97132,Newberg,OR,ZIP Code Area,97132
97203,Portland,OR,ZIP Code Area,97203
97202,Portland,OR,ZIP Code Area,97202
97125,Manning,OR,ZIP Code Area,97125
97128,McMinnville,OR,ZIP Code Area,97128
97137,Saint Paul,OR,ZIP Code Area,97137
97204,Portland,OR,ZIP Code Area,97204
97140,Sherwood,OR,ZIP Code Area,97140
97209,Portland,OR,ZIP Code Area,97209
97148,Yamhill,OR,ZIP Code Area,97148
97127,Lafayette,OR,ZIP Code Area,97127
97201,Portland,OR,ZIP Code Area,97201
97206,Portland,OR,ZIP Code Area,97206
97214,Portland,OR,ZIP Code Area,97214
97212,Portland,OR,ZIP Code Area,97212
97207,Portland,OR,Post Office or large volume customer,97205
97144,Timber,OR,ZIP Code Area,97144
97216,Portland,OR,ZIP Code Area,97216
97219,Portland,OR,ZIP Code Area,97219
97208,Portland,OR,Post Office or large volume customer,97208
97213,Portland,OR,ZIP Code Area,97213
97205,Portland,OR,ZIP Code Area,97205
97211,Portland,OR,ZIP Code Area,97211
97218,Portland,OR,ZIP Code Area,97218
97210,Portland,OR,ZIP Code Area,97210
97215,Portland,OR,ZIP Code Area,97215
97114,Dayton,OR,ZIP Code Area,97114
97075,Beaverton,OR,Post Office or large volume customer,97005
97051,Saint Helens,OR,ZIP Code Area,97051
97070,Wilsonville,OR,ZIP Code Area,97070
97077,Beaverton,OR,Post Office or large volume customer,97005
97053,Warren,OR,ZIP Code Area,97053
97101,Amity,OR,ZIP Code Area,97101
97076,Beaverton,OR,Post Office or large volume customer,97006
97071,Woodburn,OR,ZIP Code Area,97071
97064,Vernonia,OR,ZIP Code Area,97064
97056,Scappoose,OR,ZIP Code Area,97056
97068,West Linn,OR,ZIP Code Area,97068
97294,Portland,OR,Post Office or large volume customer,97213
97281,Portland,OR,Post Office or large volume customer,97223
97232,Portland,OR,ZIP Code Area,97232
97280,Portland,OR,Post Office or large volume customer,97219
97292,Portland,OR,Post Office or large volume customer,97218
97239,Portland,OR,ZIP Code Area,97239
97286,Portland,OR,Post Office or large volume customer,97206
97283,Portland,OR,Post Office or large volume customer,97203
97238,Portland,OR,Post Office or large volume customer,97218
97267,Portland,OR,ZIP Code Area,97267
97240,Portland,OR,Post Office or large volume customer,97204
97291,Portland,OR,Post Office or large volume customer,97210
97293,Portland,OR,Post Office or large volume customer,97214
97290,Portland,OR,Post Office or large volume customer,97211
97242,Portland,OR,Post Office or large volume customer,97202
97301,Salem,OR,ZIP Code Area,97301
97266,Portland,OR,ZIP Code Area,97266
97269,Portland,OR,Post Office or large volume customer,97222
97304,Salem,OR,ZIP Code Area,97304
97309,Salem,OR,Post Office or large volume customer,97301
97298,Portland,OR,Post Office or large volume customer,97225
97303,Salem,OR,ZIP Code Area,97303
97305,Salem,OR,ZIP Code Area,97305
97308,Salem,OR,Post Office or large volume customer,97301
97282,Portland,OR,Post Office or large volume customer,97202
97256,Portland,OR,Post Office or large volume customer,97232
97258,Portland,OR,Post Office or large volume customer,97201
97307,Keizer,OR,Post Office or large volume customer,97303
97296,Portland,OR,Post Office or large volume customer,97210
97268,Portland,OR,Post Office or large volume customer,97267
97310,Salem,OR,ZIP Code Area,97301
97362,Mount Angel,OR,ZIP Code Area,97362
97311,Salem,OR,Post Office or large volume customer,97301
97312,Salem,OR,Post Office or large volume customer,97301
97314,Salem,OR,Post Office or large volume customer,97301
97338,Dallas,OR,ZIP Code Area,97338
97227,Portland,OR,ZIP Code Area,97227
97225,Portland,OR,ZIP Code Area,97225
97229,Portland,OR,ZIP Code Area,97229
97223,Portland,OR,ZIP Code Area,97223
97222,Portland,OR,ZIP Code Area,97222
97231,Portland,OR,ZIP Code Area,97231
97220,Portland,OR,ZIP Code Area,97220
97224,Portland,OR,ZIP Code Area,97224
97221,Portland,OR,ZIP Code Area,97221
97217,Portland,OR,ZIP Code Area,97217
97228,Portland,OR,Post Office or large volume customer,97209
97371,Rickreall,OR,ZIP Code Area,97371
97396,Willamina,OR,ZIP Code Area,97396
97373,Saint Benedict,OR,Post Office or large volume customer,97373
97375,Scotts Mills,OR,ZIP Code Area,97375
97378,Sheridan,OR,ZIP Code Area,97378
97381,Silverton,OR,ZIP Code Area,97381
97306,Salem,OR,ZIP Code Area,97306
97302,Salem,OR,ZIP Code Area,97302
97321,Albany,OR,ZIP Code Area,97321
97330,Corvallis,OR,ZIP Code Area,97330
97336,Crawfordsville,OR,Post Office or large volume customer,97386
97331,Corvallis,OR,ZIP Code Area,97331
97361,Monmouth,OR,ZIP Code Area,97361
97344,Falls City,OR,ZIP Code Area,97344
97333,Corvallis,OR,ZIP Code Area,97333
97352,Jefferson,OR,ZIP Code Area,97352
97327,Brownsville,OR,ZIP Code Area,97327
97339,Corvallis,OR,Post Office or large volume customer,97333
97358,Lyons,OR,ZIP Code Area,97358
97317,Salem,OR,ZIP Code Area,97317
97335,Crabtree,OR,Post Office or large volume customer,97374
97325,Aumsville,OR,ZIP Code Area,97325
97322,Albany,OR,ZIP Code Area,97322
97345,Foster,OR,ZIP Code Area,97345
97348,Halsey,OR,ZIP Code Area,97348
97401,Eugene,OR,ZIP Code Area,97401
97437,Elmira,OR,ZIP Code Area,97437
97408,Eugene,OR,ZIP Code Area,97408
97404,Eugene,OR,ZIP Code Area,97404
97403,Eugene,OR,ZIP Code Area,97403
97412,Blachly,OR,ZIP Code Area,97412
97405,Eugene,OR,ZIP Code Area,97405
97419,Cheshire,OR,ZIP Code Area,97419
97377,Shedd,OR,ZIP Code Area,97377
97448,Junction City,OR,ZIP Code Area,97448
97440,Eugene,OR,Post Office or large volume customer,97404
97456,Monroe,OR,ZIP Code Area,97456
97478,Springfield,OR,ZIP Code Area,97478
97446,Harrisburg,OR,ZIP Code Area,97446
97461,Noti,OR,ZIP Code Area,97461
97455,Pleasant Hill,OR,ZIP Code Area,97455
97409,Alvadore,OR,Post Office or large volume customer,97448
97438,Fall Creek,OR,ZIP Code Area,97438
97454,Marcola,OR,ZIP Code Area,97454
97489,Walterville,OR,ZIP Code Area,97489
97475,Springfield,OR,Post Office or large volume customer,97477
97477,Springfield,OR,ZIP Code Area,97477
97487,Veneta,OR,ZIP Code Area,97487
97384,Mehama,OR,Post Office or large volume customer,97384
97389,Tangent,OR,ZIP Code Area,97389
97383,Stayton,OR,ZIP Code Area,97383
97370,Philomath,OR,ZIP Code Area,97370
97402,Eugene,OR,ZIP Code Area,97402
97351,Independence,OR,ZIP Code Area,97351
97392,Turner,OR,ZIP Code Area,97392
97386,Sweet Home,OR,ZIP Code Area,97386
97355,Lebanon,OR,ZIP Code Area,97355
97385,Sublimity,OR,ZIP Code Area,97385
97374,Scio,OR,ZIP Code Area,97374
97004,Beavercreek,OR,ZIP Code Area,97004
97001,Antelope,OR,ZIP Code Area,97001
97023,Estacada,OR,ZIP Code Area,97023
97014,Cascade Locks,OR,ZIP Code Area,97014
97015,Clackamas,OR,ZIP Code Area,97015
97021,Dufur,OR,ZIP Code Area,97021
97028,Government Camp,OR,ZIP Code Area,97028
97022,Eagle Creek,OR,ZIP Code Area,97022
97010,Bridal Veil,OR,ZIP Code Area,97014
97011,Brightwood,OR,ZIP Code Area,97011
97019,Corbett,OR,ZIP Code Area,97019
97009,Boring,OR,ZIP Code Area,97009
97024,Fairview,OR,ZIP Code Area,97024
97037,Maupin,OR,ZIP Code Area,97037
97049,Rhododendron,OR,ZIP Code Area,97049
97039,Moro,OR,ZIP Code Area,97039
97060,Troutdale,OR,ZIP Code Area,97060
97040,Mosier,OR,ZIP Code Area,97040
97042,Mulino,OR,ZIP Code Area,97042
97030,Gresham,OR,ZIP Code Area,97030
97041,Mount Hood Parkdale,OR,ZIP Code Area,97041
97033,Kent,OR,ZIP Code Area,97033
97058,The Dalles,OR,ZIP Code Area,97058
97017,Colton,OR,ZIP Code Area,97017
97044,Odell,OR,ZIP Code Area,97031
97057,Shaniko,OR,ZIP Code Area,97057
97029,Grass Valley,OR,ZIP Code Area,97029
97031,Hood River,OR,ZIP Code Area,97031
97089,Damascus,OR,ZIP Code Area,97089
97080,Gresham,OR,ZIP Code Area,97080
97065,Wasco,OR,ZIP Code Area,97065
97063,Tygh Valley,OR,ZIP Code Area,97063
97067,Welches,OR,ZIP Code Area,97067
97055,Sandy,OR,ZIP Code Area,97055
97050,Rufus,OR,ZIP Code Area,97050
97086,Happy Valley,OR,ZIP Code Area,97086
97236,Portland,OR,ZIP Code Area,97236
97230,Portland,OR,ZIP Code Area,97230
97342,Detroit,OR,ZIP Code Area,97342
97360,Mill City,OR,ZIP Code Area,97360
97329,Cascadia,OR,ZIP Code Area,97329
97346,Gates,OR,ZIP Code Area,97346
97233,Portland,OR,ZIP Code Area,97233
97413,Blue River,OR,ZIP Code Area,97413
97488,Vida,OR,ZIP Code Area,97488
97350,Idanha,OR,ZIP Code Area,97350
97753,Powell Butte,OR,ZIP Code Area,97753
97754,Prineville,OR,ZIP Code Area,97754
97709,Bend,OR,Post Office or large volume customer,97701
97701,Bend,OR,ZIP Code Area,97701
97702,Bend,OR,ZIP Code Area,97702
97741,Madras,OR,ZIP Code Area,97741
97711,Ashwood,OR,ZIP Code Area,97711
97734,Culver,OR,ZIP Code Area,97734
97730,Camp Sherman,OR,ZIP Code Area,97730
97708,Bend,OR,Post Office or large volume customer,97701
97759,Sisters,OR,ZIP Code Area,97759
97760,Terrebonne,OR,ZIP Code Area,97760
97761,Warm Springs,OR,ZIP Code Area,97761
97756,Redmond,OR,ZIP Code Area,97756
97463,Oakridge,OR,ZIP Code Area,97463
97492,Westfir,OR,ZIP Code Area,97492
97522,Butte Falls,OR,ZIP Code Area,97522
97625,Dairy,OR,ZIP Code Area,97625
97627,Keno,OR,ZIP Code Area,97627
97604,Crater Lake,OR,Post Office or large volume customer,97604
97624,Chiloquin,OR,ZIP Code Area,97624
97622,Bly,OR,Post Office or large volume customer,97622
97623,Bonanza,OR,ZIP Code Area,97623
97633,Merrill,OR,ZIP Code Area,97633
97626,Fort Klamath,OR,Post Office or large volume customer,97626
97634,Midland,OR,Post Office or large volume customer,97634
97639,Sprague River,OR,ZIP Code Area,97639
97712,Brothers,OR,ZIP Code Area,97712
97638,Silver Lake,OR,ZIP Code Area,97638
97707,Bend,OR,ZIP Code Area,97707
97733,Crescent,OR,ZIP Code Area,97733
97621,Beatty,OR,ZIP Code Area,97621
97735,Fort Rock,OR,ZIP Code Area,97735
97739,La Pine,OR,ZIP Code Area,97739
97737,Gilchrist,OR,ZIP Code Area,97737
97731,Chemult,OR,ZIP Code Area,97731
97641,Christmas Valley,OR,Post Office or large volume customer,97641
97602,Klamath Falls,OR,Post Office or large volume customer,97603
97632,Malin,OR,ZIP Code Area,97632
97536,Prospect,OR,ZIP Code Area,97536
97601,Klamath Falls,OR,ZIP Code Area,97601
97603,Klamath Falls,OR,ZIP Code Area,97603
97640,Summer Lake,OR,ZIP Code Area,97640
97016,Clatskanie,OR,ZIP Code Area,97016
97018,Columbia City,OR,ZIP Code Area,97018
97121,Hammond,OR,ZIP Code Area,97121
97110,Cannon Beach,OR,Post Office or large volume customer,97110
97138,Seaside,OR,ZIP Code Area,97138
97146,Warrenton,OR,ZIP Code Area,97146
97103,Astoria,OR,ZIP Code Area,97103
97048,Rainier,OR,ZIP Code Area,97048
97054,Deer Island,OR,ZIP Code Area,97054
97882,Umatilla,OR,ZIP Code Area,97882
97862,Milton Freewater,OR,ZIP Code Area,97862
97844,Irrigon,OR,ZIP Code Area,97844
97721,Princeton,OR,ZIP Code Area,97721
97750,Mitchell,OR,ZIP Code Area,97750
97752,Post,OR,ZIP Code Area,97752
97637,Plush,OR,ZIP Code Area,97637
97620,Adel,OR,ZIP Code Area,97620
97738,Hines,OR,ZIP Code Area,97738
97751,Paulina,OR,ZIP Code Area,97751
97710,Fields,OR,ZIP Code Area,97710
97722,Diamond,OR,Post Office or large volume customer,97722
97720,Burns,OR,ZIP Code Area,97720
97630,Lakeview,OR,ZIP Code Area,97630
97732,Crane,OR,Post Office or large volume customer,97732
97814,Baker City,OR,ZIP Code Area,97814
97813,Athena,OR,ZIP Code Area,97813
97837,Hereford,OR,ZIP Code Area,97837
97838,Hermiston,OR,ZIP Code Area,97838
97810,Adams,OR,ZIP Code Area,97810
97823,Condon,OR,ZIP Code Area,97823
97836,Heppner,OR,ZIP Code Area,97836
97825,Dayville,OR,ZIP Code Area,97825
97819,Bridgeport,OR,Post Office or large volume customer,97819
97828,Enterprise,OR,ZIP Code Area,97828
97824,Cove,OR,ZIP Code Area,97824
97736,Frenchglen,OR,Post Office or large volume customer,97736
97820,Canyon City,OR,ZIP Code Area,97820
97833,Haines,OR,ZIP Code Area,97833
97758,Riley,OR,ZIP Code Area,97758
97834,Halfway,OR,ZIP Code Area,97834
97817,Bates,OR,ZIP Code Area,97817
97826,Echo,OR,ZIP Code Area,97826
97835,Helix,OR,ZIP Code Area,97835
97818,Boardman,OR,ZIP Code Area,97818
97827,Elgin,OR,ZIP Code Area,97827
97830,Fossil,OR,ZIP Code Area,97830
97850,La Grande,OR,ZIP Code Area,97850
97873,Seneca,OR,ZIP Code Area,97873
97861,Mikkalo,OR,Post Office or large volume customer,97812
97841,Imbler,OR,ZIP Code Area,97841
97906,Harper,OR,ZIP Code Area,97906
97865,Mount Vernon,OR,ZIP Code Area,97865
97848,Kimberly,OR,ZIP Code Area,97848
97917,Riverside,OR,ZIP Code Area,97911
97918,Vale,OR,ZIP Code Area,97918
97883,Union,OR,ZIP Code Area,97883
97877,Sumpter,OR,ZIP Code Area,97877
97880,Ukiah,OR,Post Office or large volume customer,97880
97801,Pendleton,OR,ZIP Code Area,97801
97884,Unity,OR,ZIP Code Area,97884
97903,Brogan,OR,ZIP Code Area,97903
97904,Drewsey,OR,ZIP Code Area,97904
97859,Meacham,OR,Post Office or large volume customer,97859
97846,Joseph,OR,ZIP Code Area,97846
97902,Arock,OR,Post Office or large volume customer,97910
97885,Wallowa,OR,ZIP Code Area,97885
97812,Arlington,OR,ZIP Code Area,97812
97876,Summerville,OR,ZIP Code Area,97876
97908,Ironside,OR,ZIP Code Area,97908
97869,Prairie City,OR,ZIP Code Area,97869
97839,Lexington,OR,ZIP Code Area,97839
97909,Jamieson,OR,ZIP Code Area,97909
97875,Stanfield,OR,ZIP Code Area,97875
97845,John Day,OR,ZIP Code Area,97845
97911,Juntura,OR,ZIP Code Area,97911
97910,Jordan Valley,OR,ZIP Code Area,97910
97856,Long Creek,OR,ZIP Code Area,97856
97867,North Powder,OR,ZIP Code Area,97867
97913,Nyssa,OR,ZIP Code Area,97913
97914,Ontario,OR,ZIP Code Area,97914
97907,Huntington,OR,ZIP Code Area,97907
97857,Lostine,OR,ZIP Code Area,97857
97874,Spray,OR,ZIP Code Area,97874
97905,Durkee,OR,Post Office or large volume customer,97905
97886,Weston,OR,ZIP Code Area,97886
97864,Monument,OR,ZIP Code Area,97864
97868,Pilot Rock,OR,ZIP Code Area,97868
97840,Oxbow,OR,ZIP Code Area,97840
97920,Westfall,OR,ZIP Code Area,97920
97842,Imnaha,OR,ZIP Code Area,97842
97843,Ione,OR,ZIP Code Area,97843
97901,Adrian,OR,ZIP Code Area,97901
97870,Richland,OR,ZIP Code Area,97870
97636,Paisley,OR,ZIP Code Area,97636
97635,New Pine Creek,OR,ZIP Code Area,97635
06404,Botsford,CT,Post Office or large volume customer,06470
06482,Sandy Hook,CT,ZIP Code Area,06482
06440,Hawleyville,CT,Post Office or large volume customer,06470
06470,Newtown,CT,ZIP Code Area,06470
06468,Monroe,CT,ZIP Code Area,06468
06488,Southbury,CT,ZIP Code Area,06488
06487,South Britain,CT,Post Office or large volume customer,06488
06650,Bridgeport,CT,Post Office or large volume customer,06604
06602,Bridgeport,CT,Post Office or large volume customer,06604
06606,Bridgeport,CT,ZIP Code Area,06606
06825,Fairfield,CT,ZIP Code Area,06825
